name,latitude,longitude,mapUrl,website
14 Hills,Not available,Not available,https://www.google.com/maps/search/?api=1&query=14+Hills,+14th+Floor,+London&query_place_id=ChIJx-Q-bg8FdkgR_t3n42HGBcg,https://14hills.co.uk/
Aqua Kyoto,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Aqua+Kyoto,+5th+Floor,+London&query_place_id=ChIJV9j3pyoFdkgRRpTC0odIxZs,https://aquakyoto.co.uk/experience
Aqua Nueva,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Aqua+Nueva,+240+Regent+Street,+London&query_place_id=ChIJV9j3pyoFdkgRGVoRgp9w8To,https://aquanueva.co.uk/experience
Aqua Shard,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Aqua+Shard,+The+Shard,+London&query_place_id=ChIJl5tV7FoDdkgR6UIgihrVM4c,https://aquashard.co.uk/experience
Balthazar Restaurant,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Balthazar+Restaurant,+8+Russell+Street,+London&query_place_id=ChIJ9RQEoMsEdkgR7j7ThuwfQ7A,https://balthazarlondon.com/
Benares,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Benares,+12+Berkeley+House,+London&query_place_id=ChIJAStk3ysFdkgR8XBBK_CEfuU,https://www.benaresrestaurant.com/
Butlers Wharf Chop House,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Butlers+Wharf+Chop+House,+The+Butlers+Wharf+Building%2C+36E+Shad+Tha,+London&query_place_id=ChIJT1ILM0YDdkgRCPlX7CoOsT0,https://www.chophouse-restaurant.co.uk/
Coq d'Argent,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Coq+D%27+Argent,+No+1+Poultry,+London&query_place_id=ChIJkf2A4FQDdkgRxc5itXih0yw,https://www.coqdargent.co.uk/
Coya Mayfair,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Coya,+Newton+House+118+Piccadilly,+London&query_place_id=ChIJdS2rWC8FdkgR0OwXxtyU8UI,https://coyarestaurant.com/restaurants/london-mayfair/
Daffodil Mulligan,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Daffodil+Mulligan,+70+74+City+Road,+London&query_place_id=ChIJbfLwYM0ddkgRGq26y2_L20E,https://www.daffodilmulligan.com/
Fallow Restaurant,Not available,Not available,Not available,https://www.fallowrestaurant.com/bookings
Fiume,Not available,Not available,Not available,https://www.fiume-restaurant.co.uk/
Gaucho Newcastle,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Gaucho+Newcastle,+2-6+Market+Street,+Newcastle&query_place_id=ChIJJb0uqWxxfkgR3SMNwDbK-ZI,https://gauchorestaurants.com/restaurants/newcastle
Hutong,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Hutong,+The+Shard,+London&query_place_id=ChIJE1j0oVADdkgRDVQQ49MtNE4,https://hutong.co.uk/experience
Le Gavroche,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Le+Gavroche,+43+Upper+Brook+St.%2C+Marble+Arch,+London&query_place_id=ChIJ7fi331QEdkgRugmgzT-LHcg,https://www.le-gavroche.co.uk/
Le Pont De La Tour,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Le+Pont+De+La+Tour,+36D+Shad+Thames+Building+36D,+London&query_place_id=ChIJT1ILM0YDdkgRw6emjIQI8Yo,https://www.lepontdelatour.co.uk/
Lyle's,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Lyle%27S,+Ground+Floor%2C+Tea+Building,+London&query_place_id=ChIJzTzkzLAcdkgRbwmAyPCNQ9o,https://www.lyleslondon.com/
Madison,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Madisons,+1+New+Change%2C+St+Paul%27South%2CRooftop+Terr,+London&query_place_id=ChIJQYIo3KoEdkgRLLQeg-mgnR4,https://www.madisonlondon.net/
Oblix,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Oblix,+Level+32%2C+The+Shard%2C+31+St+32Nd+Floor,+London&query_place_id=ChIJnxNIoFADdkgRoBZvx1YsT8c,https://www.oblixrestaurant.com/
Opheem,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Opheem,+48+Summer+Row,+Birmingham&query_place_id=ChIJnbHPM2u9cEgR6QBpYYNMxAE,https://opheem.com/
Plateau,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Plateau,+4th+Floor%2C+Canada+Place%2C+Canada+Square,+London&query_place_id=ChIJiehb-7kCdkgRuCySgwToirk,https://www.plateau-restaurant.co.uk/
Pollen Street Social,Not available,Not available,https://www.google.com/maps/search/?api=1&query=Pollen+Street+Social,+8-10+Pollen+Street,+London&query_place_id=ChIJ_5hCrlADdkgRGXR__rO1_yU,https://pollenstreetsocial.com/
